id,judul,link,harga,lokasi,image_url,image_path,kamar_tidur,kamar_mandi,parkir,luas_bangunan,luas_tanah,waktu_update
0,Rumah Siap Huni Gaya Jepang 300 Jutaan di Jogja Barat Full Furnished Dan Estetik,https://www.rumah123.com/properti/yogyakarta/hos18568574/,378.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1968845/8b97d478c1825069f90f2a29aa7e3613.jpg,property_images\property_0.jpg,2.0,1.0,1.0,,,2024-11-07 13:24:13.294233
1,"10 Menit Saja !! Ke Kampus Sanata Dharma, Tanahnya Luas Lho 204m, Carpot Bisa 4 Mobil",https://www.rumah123.com/properti/yogyakarta/hos18498251/,900.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/736001/aa178bc1de7be1ef384f3bfcdee9f606.jpg,property_images\property_1.jpg,4.0,2.0,4.0,,,2024-11-02 13:24:14.292679
2,Villa Yogya Rumah Mewah Dijual Murah Full Furnish,https://www.rumah123.com/properti/yogyakarta/hos18142198/,7000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1906843/89901307ad96ca7b908fde15fc50068f.jpg,property_images\property_2.jpg,5.0,5.0,2.0,,,
3,Grand Launching Minimalis Kekinian di Sleman Utara Dekat Uii,https://www.rumah123.com/properti/yogyakarta/hos18577021/,768.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/b730355e5e77cba3bab42fae3f3656e3.jpg,property_images\property_3.jpg,2.0,2.0,1.0,,,2024-11-06 13:24:18.270508
4,5 Menitan Saja !! Ke Kampus Sanata Dharma..rumah Murah Tanahnya Luas,https://www.rumah123.com/properti/yogyakarta/hos18144187/,870.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/736001/3b516f2e89769c018e0585be248ae307.jpg,property_images\property_4.jpg,3.0,2.0,1.0,,,2024-11-02 13:24:19.082516
5,Rumah Murah Dengan Pool Bisa Custom Shm 2 Lantai Dekat Fasum2,https://www.rumah123.com/properti/yogyakarta/hos18159569/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2032782/96a04ed646996b3af2914fb59913a6f9.jpg,property_images\property_5.jpg,4.0,3.0,2.0,,,
6,Cantik Modern Minimalis Dalam Perumahan dekat SMA Budi Mulia 2,https://www.rumah123.com/properti/yogyakarta/hos17742496/,934.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1755808/2024-08-01-04-12-14-975285c9-92fa-44a7-a4e4-b251420750b0.jpg,property_images\property_6.jpg,3.0,1.0,1.0,,,
7,"Joglo Mewah Harga Murah, 600 Jutaan, Shm. di Sleman Yogyakarta",https://www.rumah123.com/properti/yogyakarta/hos18592463/,680.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65a55d7f80fda9d9da4fc8c0566b703f.jpg,property_images\property_7.jpg,2.0,1.0,1.0,,,2024-11-07 13:24:20.800286
8,"Khusus Sale 11.11 Rumah Premium Joglo Shm, 360 Juta di Sleman Timur",https://www.rumah123.com/properti/yogyakarta/hos18591788/,360.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65f13294fc1f8da9ca1074e9a8deb56d.jpg,property_images\property_8.jpg,2.0,1.0,1.0,,,2024-11-07 13:24:21.698411
9,"Cantik Modern, Tipe Industrial 200 An Juta, SHM Bisa Cash Maupun Kpr",https://www.rumah123.com/properti/yogyakarta/hos18430613/,275.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/034f6d3c627f73ccc5f6567f728f937d.jpg,property_images\property_9.jpg,2.0,1.0,1.0,,,
10,"Dijual Rumah Cantik Model Etnik Cuma 275 Juta, Dekat Sleman Yogya.",https://www.rumah123.com/properti/yogyakarta/hos18241603/,275.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1347322/7e4aadec9332e73c29f658236ac9ab8d.png,property_images\property_10.jpg,2.0,1.0,1.0,,,
11,Rumah Tanah Luas Area Maguwo 170 MÂ² Siap Huni,https://www.rumah123.com/properti/yogyakarta/hos18151009/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1098849/c78f8e906d15bfd903f505d22cc362f1.jpg,property_images\property_11.jpg,4.0,2.0,2.0,,,
12,"Spesial Promo 10.10 Rumah Joglo Shm, Cuma 400 An Jt Di Jogja",https://www.rumah123.com/properti/yogyakarta/hos18268696/,450.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65a55d7f80fda9d9da4fc8c0566b703f.jpg,property_images\property_12.jpg,2.0,1.0,1.0,,,
13,"275 Jt Hunian Joglo Shm, Eksklusif Flash Sale 11.11 Dekat Jogja",https://www.rumah123.com/properti/yogyakarta/hos18586670/,275.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/4d2934f8c9fe3850e2cc48c13774508b.jpg,property_images\property_13.jpg,2.0,1.0,1.0,,,2024-11-07 13:24:36.558465
14,"Road To Big Sale 11.11 Rumah Joglo 400 Jt An, SHM Di Jogja",https://www.rumah123.com/properti/yogyakarta/hos18584871/,450.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1347322/8536b962f476f799febb09b8cd61eb6e.jpg,property_images\property_14.jpg,2.0,1.0,1.0,,,2024-11-06 13:24:40.790682
15,"Turun Harga Rumah 2 Lantai Citragrand Mutiara Gamping Sleman, Furnish Siap Huni",https://www.rumah123.com/properti/yogyakarta/hos14049959/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/61265/2023-06-20-13-47-16-84524184-27f8-4606-914e-52a1a44524ea.jpg,property_images\property_15.jpg,3.0,2.0,1.0,,,2024-11-06 13:24:43.762661
16,"Rumah Baru Konstruksi Beton Bertulang Lokasi Ramai Banyak Kost Area Kledokan Sleman, Lt 60 Lb 60, Furnished Kitchen Set, Shm, Bisa Cicil Tahap.",https://www.rumah123.com/properti/yogyakarta/hos18509896/,780.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/926541/4e7b8035f5d2f56a9e1ac67e8ac7e3ad.jpg,property_images\property_16.jpg,3.0,2.0,1.0,,,
17,Rumah Cluster Exclusive Jogja Dekat Bale Mulia,https://www.rumah123.com/properti/yogyakarta/hos18072876/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/71926/5f18e60fca2f0784b179ddff777ac4dc.jpg,property_images\property_17.jpg,4.0,2.0,1.0,,,
18,Rumah  Jogja Murah Siap Huni di Pakuningratan,https://www.rumah123.com/properti/yogyakarta/hos16065766/,4000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/71926/2024-01-16-08-46-20-4e6b99fa-2981-4d09-b162-04eebfd484fd.jpg,property_images\property_18.jpg,4.0,4.0,1.0,,,
19,Rumah Kantor 2Lantai Strategis Samping Jalan di Sleman Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos18401265/,3000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/990278/b7ab16295d962fa37c88ca17380cd131.jpg,property_images\property_19.jpg,5.0,2.0,3.0,,,
20,TURUN HARGA! ISTIMEWA BANGET! RUMAH LUX MEWAH 2 LANTAI SEMI FURNISHED DI DALAM PERUMAHAN ELITE CASA GRANDE MAGUWOHARJO DEPOK SLEMAN,https://www.rumah123.com/properti/yogyakarta/hos11844408/,4000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2023-11-21-18-41-03-6d3bbec1-9a5f-4c24-95d4-2d4a5c5ceb40.jpg,property_images\property_20.jpg,4.0,4.0,2.0,,,
21,"Rumah American Classic Termurah di Kalasan,sleman",https://www.rumah123.com/properti/yogyakarta/hos18273616/,480.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2035688/86c358bae698d10bc14ee81eb973bb10.png,property_images\property_21.jpg,2.0,1.0,1.0,,,2024-11-04 13:24:52.019494
22,Rumah Ada Kiosnya 3 Pintu Lokasi Strategis Dalam Ringroad Barat Dekat Kampus Kampus Ternama di Jogja Cocok Untuk Kos2 San Atau Hunian Karena Dekat Dgn Fasum Dan Kepusat Kota Yogjakarta. Banyak Kuliner Hits Lokasi di Yogjakarta Bag.barat Yg Sedang B,https://www.rumah123.com/properti/yogyakarta/hos17092766/,950.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2007666/2024-05-13-10-36-13-a36fb51d-18a1-4561-b64b-ee098bbc6e0a.jpg,property_images\property_22.jpg,,,,,,
23,Banting Harga! Rumah Mewah Super Istimewa Hook 2 Lantai Strategis Di Maguwoharjo Depok Sleman Dekat Kampus Unriyo Dan Tajem,https://www.rumah123.com/properti/yogyakarta/hos17341915/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2024-06-12-13-25-23-9e1de10a-73a6-4c2a-b7f8-c881d19eb6d3.jpg,property_images\property_23.jpg,4.0,4.0,2.0,,,
24,Rumah 2 Lantai di Jambon Dalam Kota Strategis,https://www.rumah123.com/properti/yogyakarta/hos18433625/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2105114/3275f098c048e60349a7686a643152ec.jpg,property_images\property_24.jpg,5.0,2.0,1.0,,,
25,"Bu, Rumah Nyaman di Kotamadya, Masuk Mobil Akses Mudah",https://www.rumah123.com/properti/yogyakarta/hos17156435/,875.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",,,4.0,2.0,1.0,,,2024-11-03 13:24:55.055379
26,Rumah Cantik Dalam Cluster Di Maguwo,https://www.rumah123.com/properti/yogyakarta/hos18502282/,775.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/19e00ca0565035274391059404a8257a.jpg,property_images\property_26.jpg,3.0,2.0,1.0,,,
27,RUMAH AREA GONDOKUSUMAN YOGYAKARTA  Rumah dijual. Kota Baru. Yogyakarta. Classic Design,https://www.rumah123.com/properti/yogyakarta/hos17750079/,13000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1927214/2024-08-02-02-07-48-054cf6c9-b400-4bc1-989c-413be2a72ee2.jpg,property_images\property_27.jpg,3.0,3.0,4.0,,,
28,Homestay Dalam Kota Jogja Njeron Benteng,https://www.rumah123.com/properti/yogyakarta/hos18490992/,4000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1098849/b7f69bef0d003de0412e7626b7b1e71f.jpg,property_images\property_28.jpg,3.0,3.0,2.0,,,
29,Rumah Baru 1 Lantai di Bangunjiwo Dekat Kampus Umy,https://www.rumah123.com/properti/yogyakarta/hos17970392/,580.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2049639/56e13530dafbe2d54178fb87045853e2.jpg,property_images\property_29.jpg,2.0,1.0,,,,
30,Di Jual Harga Rendah Rumah Siap Huni Dengan Halaman Luas,https://www.rumah123.com/properti/yogyakarta/hos18481219/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2074561/b1459646b1ae27d2876aa90af643e66e.png,property_images\property_30.jpg,4.0,2.0,4.0,,,
31,"Dijual Tanah 110m2, Di Tukangan Yogjakarta, Strategis, 900m Ke Malioboro Mall",https://www.rumah123.com/properti/yogyakarta/hos18426948/,400.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2050474/7c1e41587eb04609029c6b2ff3705bf9.jpg,property_images\property_31.jpg,,,,,,
32,Kost Eksklusif 11 Kt Pogung Dekat Kampus Ugm Jogja,https://www.rumah123.com/properti/yogyakarta/hos17991706/,3000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/577930/a6909c3de3680b1a58a61b04ed4240f6.jpg,property_images\property_32.jpg,10.0,10.0,,,,
